"Date","Sigma2","Sigma"
2010-07-08,0.00136211890078157,0.0275396849949292
2010-07-09,0.00138533435267854,0.0256936348957757
2010-07-12,0.00157563946171335,0.0239534059671599
2010-07-13,0.00119651707863358,0.0224598610639974
2010-07-14,0.00116986141479905,0.0227945803206918
2010-07-15,0.00138209497969604,0.0231452697134098
2010-07-16,0.00110759366778305,0.0215898990929498
2010-07-19,0.00100408733753229,0.0215182288834963
2010-07-20,0.00112655442435023,0.0215945084259387
2010-07-21,0.00100286336957009,0.0203634284144203
2010-07-22,0.000912558023986699,0.019311377478169
2010-07-23,0.000983785252570409,0.0198701928744416
2010-07-26,0.00100170782609014,0.021048221172724
2010-07-27,0.000864839108852667,0.0205523070138942
2010-07-28,0.000883199661387257,0.0192719921371966
2010-07-29,0.000913870914052876,0.0186931581929138
2010-07-30,0.000829540223432892,0.0182350136610257
2010-08-02,0.000859143758707893,0.0172289920421143
2010-08-03,0.000859181997195134,0.0178342886950598
2010-08-04,0.000887055758685594,0.018879849455472
2010-08-05,0.000822924083989861,0.0188358723328887
2010-08-06,0.000825862524165337,0.0184371336010897
2010-08-09,0.000845010244817228,0.0176759718169653
2010-08-10,0.000813987564586396,0.0170511694581303
2010-08-11,0.000811339327930407,0.0166803004711555
2010-08-12,0.000813219270431484,0.0183454800425182
2010-08-13,0.000924000072444163,0.0195536885097382
2010-08-16,0.000829168373385314,0.0185361719160981
2010-08-17,0.000794607795803225,0.0187355326704461
2010-08-18,0.000842968629352283,0.0194909209733049
2010-08-19,0.000802808594400129,0.0189566457538731
2010-08-20,0.000791979646619165,0.0184005526147402
2010-08-23,0.000799983395942835,0.0180081567302087
2010-08-24,0.000807097163602903,0.0171466409848067
2010-08-25,0.000798241243763667,0.0163271063001669
2010-08-26,0.000801768212484458,0.0161784965522541
2010-08-27,0.000784687524828752,0.0161469164325769
2010-08-30,0.000796848720457447,0.0163064806325565
2010-08-31,0.000800730223255791,0.0165388560902149
2010-09-01,0.000791823049768367,0.0159466918411547
2010-09-02,0.000794529342825868,0.0182816693352123
2010-09-03,0.00118374486294391,0.0207065756024756
2010-09-07,0.000845016263425616,0.0200570989116273
2010-09-08,0.000785847029023599,0.0190139222782337
2010-09-09,0.000982005584551637,0.0181554107879301
2010-09-10,0.00141502369122559,0.0334125460143835
2010-09-13,0.00832656447137659,0.0427914350570959
2010-09-14,0.00332690892703554,0.0393725563813015
2010-09-15,0.00198202948364669,0.036139062078711
2010-09-16,0.00565256657952516,0.033333727350775
2010-09-17,0.0032193321794751,0.0307260111507468
2010-09-20,0.00197673919017184,0.0283022229014723
2010-09-21,0.00383313724446929,0.0262359632487829
2010-09-22,0.00263179031966969,0.0244424134502145
2010-09-23,0.00423966709937459,0.0579812013406345
2010-09-24,0.0288033349342442,0.0763483229575485
2010-09-27,0.011395865162932,0.0697200174515004
2010-09-28,0.00679409590152784,0.0636185910729683
2010-09-29,0.0194469973720122,0.0584158239390915
2010-09-30,0.0107638176952753,0.0538400324661619
2010-10-01,0.00638384535928221,0.0492024714334218
2010-10-04,0.0130057477441363,0.0448990238119934
2010-10-05,0.00868521925502025,0.0416247868066075
2010-10-06,0.00536762460141617,0.038770723640078
2010-10-07,0.00877464824375464,0.035519837725227
2010-10-08,0.00668557994140557,0.0421254282137882
2010-10-11,0.00830127841886823,0.0495608705805795
2010-10-12,0.00666940763615127,0.0477127808186827
2010-10-13,0.00510017389088752,0.0438158777370776
2010-10-14,0.00585430691458864,0.0403196870988243
2010-10-15,0.00510073640378331,0.0369626845418507
2010-10-18,0.00399978495047654,0.0343363749769428
2010-10-19,0.00417463109005525,0.0319539070116167
2010-10-20,0.00378235277139161,0.0297606366006679
2010-10-21,0.00303700143168726,0.0283621207675385
2010-10-22,0.00300518135099774,0.0271442955765673
2010-10-25,0.00277199834482524,0.0258327825492992
2010-10-26,0.00230382894446806,0.0242633471304666
2010-10-27,0.00223931912550705,0.0225525602219402
2010-10-28,0.00208927726594745,0.021041722027713
2010-10-29,0.00180926518377847,0.019705239618728
2010-11-01,0.00171956093157404,0.0185346202709608
2010-11-02,0.00161783761177701,0.0174914851888158
2010-11-03,0.00144549911192819,0.0178778789079317
2010-11-04,0.0013662091845685,0.0183683860067501
2010-11-05,0.00129966670313169,0.0182439328248073
2010-11-08,0.00118694488457243,0.0182540238440957
2010-11-09,0.00114002833341064,0.0174691787294044
2010-11-10,0.00109235804079196,0.0166737561346041
2010-11-11,0.00103892718720805,0.0161313754142975
2010-11-12,0.000997618990301019,0.0156210919613588
2010-11-15,0.000974665269326451,0.0154252739548161
2010-11-16,0.000924045136509445,0.0152578317070972
2010-11-17,0.000920410772831735,0.0153132199433507
2010-11-18,0.000879014883161765,0.0154690165608199
2010-11-19,0.000878397616047654,0.015106668213134
2010-11-22,0.000859196114480443,0.0147523246975324
2010-11-23,0.000849039725231805,0.0144463986668945
2010-11-24,0.000836229158457285,0.0168173380239886
2010-11-26,0.000991678686166988,0.0185565653213331
2010-11-29,0.000859570859124759,0.0177493935321527
2010-11-30,0.000806231015308842,0.0174249626388695
2010-12-01,0.000891897609136933,0.0178455472707268
2010-12-02,0.00082115888676693,0.0184259507925472
2010-12-03,0.000787595913547527,0.0190562511167127
2010-12-06,0.00084616738521244,0.0190277708121952
2010-12-07,0.000832952402056727,0.0179257374275573
2010-12-08,0.000803675414273442,0.0170642560707567
2010-12-09,0.000841504031813595,0.0163790415727219
2010-12-10,0.000831417086092062,0.0166033374137151
2010-12-13,0.000790806817696048,0.0167828467135626
2010-12-14,0.000830639467013356,0.0179643574301511
2010-12-15,0.000944276084008415,0.0191148145924466
2010-12-16,0.000821196357763258,0.0186037948572475
2010-12-17,0.000799227742322164,0.0191204758054689
2010-12-20,0.000881335596801237,0.0192600516594082
2010-12-21,0.000830901311466874,0.0184973166548459
2010-12-22,0.000828071640753454,0.0229368098199483
2010-12-23,0.00208033981408782,0.0261723017279278
2010-12-27,0.0011382008284853,0.0243440850834082
2010-12-28,0.000861927157751965,0.0226825529589033
2010-12-29,0.00156809660883204,0.0211726752302673
2010-12-30,0.0011448326302943,0.0198041647332895
2010-12-31,0.000927892495061989,0.0189154682208222
2011-01-03,0.00120303946747475,0.0182171130871987
2011-01-04,0.00103197760881588,0.0177025943771043
2011-01-05,0.000875999748853909,0.0173026075483854
2011-01-06,0.00100651023894484,0.0173214286588593
2011-01-07,0.000929515839122779,0.0173260090394097
2011-01-10,0.000868126034994292,0.0165611512888536
2011-01-11,0.000894847663159327,0.017379528539078
2011-01-12,0.00090017227597585,0.0179945878829835
2011-01-13,0.000861526300862603,0.017511028386429
2011-01-14,0.000837843179330982,0.0171801469561921
2011-01-18,0.00086838430350058,0.0166067883829447
2011-01-19,0.000823734571997974,0.0163423093864326
2011-01-20,0.000814495466715577,0.016018492978947
2011-01-21,0.000828376650715767,0.0158315943222414
2011-01-24,0.000801063469426429,0.0156576292408167
2011-01-25,0.000806027501475839,0.0160264063390855
2011-01-26,0.000809776051169304,0.0166795179259636
2011-01-27,0.000787753779921166,0.016359575897171
2011-01-28,0.000793925565415077,0.0157935464378878
2011-01-31,0.000804308405047965,0.0186051465209742
2011-02-01,0.00117338408407646,0.0209618728489787
2011-02-02,0.000847356666487526,0.0202316926587575
2011-02-03,0.000796507414892346,0.019329480376858
2011-02-04,0.00100700404253334,0.0182278231612404
2011-02-07,0.000875017280489293,0.0172868803472156
2011-02-08,0.000827363097468255,0.0165123258850111
2011-02-09,0.000903759006212338,0.015777657810524
2011-02-10,0.000854189984597116,0.0157823540877195
2011-02-11,0.000801056578840619,0.0162679389494761
2011-02-14,0.000828082697038341,0.016010310318956
2011-02-15,0.000822905924124837,0.0153402204989717
2011-02-16,0.00079721501132946,0.0147597131392816
2011-02-17,0.000816245782424056,0.0151647496501652
2011-02-18,0.000805108391540475,0.0156728586967386
2011-02-22,0.000794457878024975,0.0153983035697271
2011-02-23,0.000806523845423014,0.0192139972071743
2011-02-24,0.0015048819661305,0.022122408432099
2011-02-25,0.000941378769965123,0.0209131234698384
2011-02-28,0.000809389629270496,0.0211592661685085
2011-03-01,0.00121650052499908,0.0214850526755749
2011-03-02,0.000979497117721178,0.0205994228199372
2011-03-03,0.000814670818405604,0.0201394081450957
2011-03-04,0.00100433781660477,0.0196561208418248
2011-03-07,0.000897853373598446,0.0189724548286543
2011-03-08,0.000832103828773662,0.0183915826833872
2011-03-09,0.00088163299953295,0.0182813484197654
2011-03-10,0.000840336301041412,0.0177437897662791
2011-03-11,0.000822773765408157,0.0170102588183475
2011-03-14,0.00083448286049027,0.0164833721216923
2011-03-15,0.000824179655950543,0.0164149029017331
2011-03-16,0.000797398306375954,0.0182588176382992
2011-03-17,0.000907619890654329,0.0208773174161544
2011-03-18,0.000881331797628112,0.0214077876405675
2011-03-21,0.000798234984247549,0.0202130284000305
2011-03-22,0.000844996993185307,0.019056784009212
2011-03-23,0.000850005188915205,0.0183976448944242
2011-03-24,0.000796202792445332,0.0202148716639274
2011-03-25,0.00105076280482771,0.0223619658992815
2011-03-28,0.000886103133499379,0.0218812816902059
2011-03-29,0.000801144564763514,0.0205546071858323
2011-03-30,0.000922804767364656,0.0194321883686053
2011-03-31,0.000891892615293007,0.0184617788486309
2011-04-01,0.000819962780916156,0.0176390577561462
2011-04-04,0.00086620039588289,0.0182503678038798
2011-04-05,0.000911491074551006,0.0188408898810541
2011-04-06,0.000835853989566273,0.0179003494358439
2011-04-07,0.000820116701203912,0.017017505717501
2011-04-08,0.000870393792242014,0.0162631191900742
2011-04-11,0.000827444288725488,0.0158310541517767
2011-04-12,0.000805734277373859,0.0154370145587103
2011-04-13,0.000826722534345788,0.0150439207554924
2011-04-14,0.000805703297728181,0.0146673944740519
2011-04-15,0.000800496519519305,0.0141679955252319
2011-04-18,0.000806394555685799,0.0137696278318342
2011-04-19,0.000796883675876186,0.0143708028183422
2011-04-20,0.000786187380702269,0.0150011594344026
2011-04-21,0.00079423704196876,0.0145765958608546
2011-04-25,0.000786221507589989,0.0142196180616816
2011-04-26,0.00078623066524577,0.0141382254615629
2011-04-27,0.00078653329234869,0.0139783553040742
2011-04-28,0.000785928265431166,0.014049461125793
2011-04-29,0.000773123158255657,0.0142826748815208
2011-05-02,0.000775165313823255,0.0145598981363218
2011-05-03,0.000771460777853664,0.014608178940453
2011-05-04,0.000780864352721164,0.0141165127319476
2011-05-05,0.000779229086980019,0.0139101147458096
2011-05-06,0.000775071607812779,0.0139748367936367
2011-05-09,0.000776265048073351,0.0141431957755289
2011-05-10,0.000768582535387348,0.0145944252866584
2011-05-11,0.000767066509517346,0.0156088865989928
2011-05-12,0.000790667954996289,0.0165842451522606
2011-05-13,0.000769287762242201,0.0168004889707669
2011-05-16,0.00076268197854679,0.0167296248564801
2011-05-17,0.000772884188182769,0.017747351123468
2011-05-18,0.000811417173144132,0.018365514075443
2011-05-19,0.000781238845956871,0.0175021845195309
2011-05-20,0.000774577853729724,0.0169368207834054
2011-05-23,0.000786312893885092,0.0164798835687566
2011-05-24,0.000800157057150952,0.0171005003999916
2011-05-25,0.000810854380790417,0.0178259753368715
2011-05-26,0.000796234088670677,0.0170773465718484
2011-05-27,0.000788238759589059,0.0164087097278909
2011-05-31,0.000792581809104521,0.0160030238671654
2011-06-01,0.000795231201947313,0.0155905053447921
2011-06-02,0.000780966608052713,0.0155706503518269
2011-06-03,0.00077562952438698,0.0154632245497073
2011-06-06,0.00079197945334239,0.0166602926512652
2011-06-07,0.000879262849975472,0.0181217722831194
2011-06-08,0.000789286925832148,0.0176356251532476
2011-06-09,0.000778435634862638,0.0179511042026333
2011-06-10,0.000828517267199235,0.0182854886825274
2011-06-13,0.000813403572604771,0.0179461191033434
2011-06-14,0.000777273749349372,0.0176914534499258
2011-06-15,0.000822781466778744,0.0170250310376407
2011-06-16,0.000792755939377326,0.0183340048924163
2011-06-17,0.000866456065758845,0.0195280981561389
2011-06-20,0.000811051984861129,0.0189491474694928
2011-06-21,0.000779587785139639,0.0184097801720916
2011-06-22,0.000814426924611322,0.0194185985522108
2011-06-23,0.00100378506279255,0.0259407870843571
2011-06-24,0.00260136321192044,0.0295251821738621
2011-06-27,0.00123860841030935,0.0275978681648238
2011-06-28,0.000987980120470104,0.0266181100879538
2011-06-29,0.00180729739718193,0.0255687491645267
2011-06-30,0.0012611827514643,0.0238218221427075
2011-07-01,0.000965825055584225,0.0223914642103237
2011-07-05,0.00137336809251781,0.0210206191849534
2011-07-06,0.00113479706373242,0.0196735050161889
2011-07-07,0.000950200894671777,0.0185059292608723
2011-07-08,0.00111107494406912,0.0177630998370146
2011-07-11,0.000991188716982656,0.0176638977319118
2011-07-12,0.000878402871456785,0.0180061540505189
2011-07-13,0.000939406699914053,0.0185959065759173
2011-07-14,0.000894776178818649,0.0186589106170145
2011-07-15,0.000840436778832273,0.0190749632061141
2011-07-18,0.000877571254746228,0.0192980421744664
2011-07-19,0.000868077942893481,0.0189160092828947
2011-07-20,0.000811977048466141,0.0191276342240053
2011-07-21,0.00081953846784837,0.0187584093719522
2011-07-22,0.000827177483348226,0.0180571949312141
2011-07-25,0.000791877930965595,0.0173349527579932
2011-07-26,0.000816004403608977,0.0165181784639441
2011-07-27,0.000815614052420474,0.0157737830513465
2011-07-28,0.000810551457020114,0.0181099776982864
2011-07-29,0.00112727071008254,0.0205751143109356
2011-08-01,0.000845441547190414,0.020197567686004
2011-08-02,0.000795583607279272,0.0192738479358263
2011-08-03,0.000972074683238256,0.0193363595888129
2011-08-04,0.000836170281193439,0.0195483159344507
2011-08-05,0.000815351086160585,0.0219807075265219
2011-08-08,0.00147770845065265,0.0246682327318679
2011-08-09,0.00101585661971203,0.0297594497499555
2011-08-10,0.00318280767652275,0.0339487191033169
2011-08-11,0.00176830014404161,0.0387760665159585
2011-08-12,0.00483158331247295,0.0432661755608406
2011-08-15,0.00291458392810741,0.0410820499209245
2011-08-16,0.00167606234018108,0.0378516332014769
2011-08-17,0.00329885421997267,0.034969519633821
2011-08-18,0.00256130811546569,0.0321049425155788
2011-08-19,0.00170886464933713,0.0324978723364942
2011-08-22,0.00259942692667784,0.0337379827967814
2011-08-23,0.00201679824572766,0.0321996290139638
2011-08-24,0.00144383960681868,0.0305759102264007
2011-08-25,0.00185537494899495,0.028921870669392
2011-08-26,0.00162661332645925,0.0269574991011123
2011-08-29,0.00128033461247905,0.0259662057544851
2011-08-30,0.00139818784957934,0.0269441637828291
2011-08-31,0.00140999599660848,0.0271499223797157
2011-09-01,0.0011325701181321,0.0253156274186846
2011-09-02,0.00114364352950188,0.02388954895221
2011-09-06,0.00114773942995837,0.0236467766670197
2011-09-07,0.000990893636226609,0.0235318841630984
2011-09-08,0.00102952869512384,0.0271780466149561
2011-09-09,0.00257022954003275,0.0298508578662459
2011-09-12,0.00133552318005464,0.0280415418790855
2011-09-13,0.00100294484748273,0.0268773479127354
2011-09-14,0.00181386809251534,0.025519488613054
2011-09-15,0.00130878045333855,0.0242261491942575
2011-09-16,0.000960253564880686,0.0234117905213666
2011-09-19,0.00136350239145426,0.0228723741094169
2011-09-20,0.00111707508592697,0.0223412613494681
2011-09-21,0.000944928395781008,0.021995885431015
2011-09-22,0.0010923694787637,0.0216605903031137
2011-09-23,0.00100952907445192,0.0212733158343178
2011-09-26,0.000890804732508082,0.0214859897331873
2011-09-27,0.000931985917624497,0.0208339524559174
2011-09-28,0.000913170324683807,0.0199962081918142
2011-09-29,0.000840046811531806,0.0196891583097957
2011-09-30,0.000852279435769045,0.0191516535623085
2011-10-03,0.000873872641499402,0.0199970382094216
2011-10-04,0.000953901772573685,0.0231420424283183
2011-10-05,0.00105162938580268,0.02517305933954
2011-10-06,0.000996596957746758,0.0253636468289417
2011-10-07,0.000910168948878453,0.0250464480932212
2011-10-10,0.000923146987714592,0.0239921520208278
2011-10-11,0.000964725490188885,0.0227704358503443
2011-10-12,0.000862247572693979,0.0217582191242357
2011-10-13,0.000933245712727315,0.020344891181549
2011-10-14,0.00091937217999254,0.0190918576139153
2011-10-17,0.000883137735293024,0.0203267202823622
2011-10-18,0.00110105002319727,0.022035706628196
2011-10-19,0.000883241240679085,0.0217080720268642
2011-10-20,0.000845911091599107,0.0218460992367361
2011-10-21,0.000952633955826224,0.0215549215693466
2011-10-24,0.000910338524926051,0.0231251562775181
2011-10-25,0.0014023145772269,0.0257902428202966
2011-10-26,0.00098783766944676,0.0254949669578992
2011-10-27,0.000860764449476904,0.0238673324463136
2011-10-28,0.00113950298885834,0.0227280564711353
2011-10-31,0.000938763259585643,0.0225756932079223
2011-11-01,0.000829625900492724,0.0221600976348423
2011-11-02,0.000964418659201592,0.0221176948272877
2011-11-03,0.000910057546865999,0.0227867867004878
2011-11-04,0.000819913594573819,0.023305262083401
2011-11-07,0.000894503047120047,0.0231159281833272
2011-11-08,0.000865200840334449,0.0217987889235365
2011-11-09,0.000837296897014879,0.0208080149098753
2011-11-10,0.000989216598185803,0.0283982344445773
2011-11-11,0.00394467761784469,0.0334898630480404
2011-11-14,0.0017646729361083,0.0309919864047724
2011-11-15,0.00117792279710595,0.0288626296322129
2011-11-16,0.00277280275066344,0.0267824929134679
2011-11-17,0.00171560959104353,0.0248020591610155
2011-11-18,0.00121566286732998,0.024367526368494
2011-11-21,0.00194193100209363,0.0246532554798964
2011-11-22,0.00143716798175379,0.0241665121220306
2011-11-23,0.00108425537010384,0.0234566032357608
2011-11-25,0.00144173863237115,0.0225943410475145
2011-11-28,0.00120143308829063,0.0216487878253801
2011-11-29,0.00102135858166271,0.0214451851716103
2011-11-30,0.00117956557552413,0.0219814028202629
2011-12-01,0.00104910811841524,0.0244059108835232
2011-12-02,0.00175067360388547,0.0258513830064037
2011-12-05,0.00117517721083904,0.0240670133802241
2011-12-06,0.000956269827495067,0.0235662954116263
2011-12-07,0.00129981820614192,0.0232063314898688
2011-12-08,0.00111964809498958,0.0216337779669675
2011-12-09,0.000929701120856693,0.0207188215731655
2011-12-12,0.00105433668603439,0.020716777212129
2011-12-13,0.000971001666044398,0.0211068040021816
2011-12-14,0.000871488539046439,0.0211295190595845
2011-12-15,0.000913974611529256,0.0208175472470936
2011-12-16,0.000877113417019611,0.0201188746594876
2011-12-19,0.000928968660167271,0.0243939715034283
2011-12-20,0.00254513960104732,0.0283494862807725
2011-12-21,0.0012351556626842,0.0279802052263627
2011-12-22,0.00125466354104704,0.0272214380162294
2011-12-23,0.00183984877807653,0.0254672020179513
2011-12-27,0.00123657565671665,0.0238996820708102
2011-12-28,0.00111498289368152,0.0225731725310442
2011-12-29,0.00141819294696876,0.02159324654993
2011-12-30,0.00109763186769968,0.0208284289671416
2012-01-03,0.00100613742901605,0.0196348539365148
2012-01-04,0.00114435378721165,0.0185854845155997
2012-01-05,0.00099098094152677,0.0178901727186772
2012-01-06,0.000923275680332357,0.0172141960107633
2012-01-09,0.000979504563592348,0.0165132265383001
2012-01-10,0.000909731544430409,0.0159836707040661
2012-01-11,0.000871065245568322,0.0163506339326524
2012-01-12,0.000888261221178009,0.0166074829304457
2012-01-13,0.000867193038475989,0.0158877179866824
2012-01-17,0.000831745234285429,0.0154223692733189
2012-01-18,0.000841811681644404,0.0152962236778462
2012-01-19,0.000821753815054682,0.0156462278168795
2012-01-20,0.000798852716679137,0.01588962664263
2012-01-23,0.000804536128633153,0.01557320803501
2012-01-24,0.000798935855778258,0.015234554208521
2012-01-25,0.000792980704372855,0.0158829773812318
2012-01-26,0.000800193909502874,0.0166112796059032
2012-01-27,0.00078745002043808,0.016236536101363
2012-01-30,0.000784778571394429,0.0156173215817069
2012-01-31,0.000802386403342941,0.0150213211310152
2012-02-01,0.000801853788959915,0.0144760426701482
2012-02-02,0.000796120803461263,0.014142533063667
2012-02-03,0.000790493634786594,0.0138540681740994
2012-02-06,0.000797979617362862,0.0140656334581774
2012-02-07,0.000781313881141673,0.0142723708342847
2012-02-08,0.00079359081986134,0.0141319338720009
2012-02-09,0.000779444952069935,0.0141056817822267
2012-02-10,0.000787007572158903,0.0143100249231228
2012-02-13,0.000777429671906249,0.0148286410992086
2012-02-14,0.000771238664644278,0.0147207665004038
2012-02-15,0.000781825022046169,0.0142222245842801
2012-02-16,0.000784192369277824,0.0137842243295342
2012-02-17,0.000786241341012251,0.0136802149335718
2012-02-21,0.000774134575103844,0.0136482912447498
2012-02-22,0.000785979258489006,0.0134692659165886
2012-02-23,0.000780391392540386,0.0134203043676743
2012-02-24,0.000777908728709568,0.0139970105304095
2012-02-27,0.00077852924291711,0.0147038291082473
2012-02-28,0.000770868765558778,0.0146057934889691
2012-02-29,0.000774299454017124,0.0141686819722302
2012-03-01,0.000783765472363044,0.0140518707980416
2012-03-02,0.000770880315420336,0.0140254138856694
2012-03-05,0.000778267559831333,0.0143801745660313
2012-03-06,0.000776241279755742,0.0152137304037568
2012-03-07,0.000772620928676035,0.0181790920347982
2012-03-08,0.00110796524532033,0.0201988131459597
2012-03-09,0.000832340821134889,0.019720147978024
2012-03-12,0.000800346614685601,0.0195246153050955
2012-03-13,0.000932048938858092,0.0188008280595095
2012-03-14,0.000845345104422829,0.0183446841219473
2012-03-15,0.000788808041339852,0.0182610955306864
2012-03-16,0.000851659899375347,0.0177558507467132
2012-03-19,0.000813485564726054,0.0172099285599282
2012-03-20,0.000790635615177756,0.0171800607012078
2012-03-21,0.000812862562619403,0.0197357798799681
2012-03-22,0.00114279232260296,0.0213442657300747
